bedrooms,square_footage,bathrooms,location,age_of_house,garage_size,lot_size,distance_to_school,house_price
2,1285.6,1.5,Suburban,20.9,3,13233.9,4.0,335505.4
3,1874.3,2.5,Urban,27.2,0,3229.8,2.65,410318.38
3,1846.0,3.0,Suburban,27.7,3,4147.9,6.77,403579.58
3,2176.9,2.0,Suburban,39.6,1,4026.6,8.18,373717.81
3,2138.1,2.0,Urban,2.2,2,4845.8,0.71,513063.46
3,1953.9,2.0,Suburban,49.4,2,1261.5,6.51,349288.66
2,1754.4,1.5,Rural,49.5,3,6933.9,9.06,218706.43
2,1401.7,1.5,Suburban,5.0,1,14668.1,1.34,304280.13
1,760.2,1.0,Suburban,17.2,2,7273.2,9.04,158090.88
4,2273.7,3.0,Rural,29.5,1,12386.8,1.62,348898.51
2,1225.7,1.5,Urban,18.7,2,9000.0,9.97,326824.88
2,1647.0,1.5,Suburban,24.4,2,1208.4,5.36,294544.8
3,2067.6,2.0,Rural,16.3,0,9197.1,7.43,285328.81
2,1785.5,1.0,Suburban,35.6,2,14251.2,1.1,363318.76
3,2416.6,1.5,Suburban,18.2,1,8749.1,1.47,457095.31
2,1337.1,1.5,Rural,21.5,2,8391.1,9.65,201302.06
2,1469.5,1.0,Downtown,28.8,2,10383.2,9.89,345068.89
3,2545.6,2.5,Suburban,48.5,1,13192.4,3.13,455078.59
3,2242.7,2.0,Suburban,32.1,0,8906.6,3.75,410839.51
4,3142.5,3.0,Urban,4.8,0,6690.1,0.59,711026.01
3,1945.9,2.0,Downtown,15.9,1,1519.1,9.58,476327.28
3,2381.7,2.0,Urban,21.0,1,2554.9,9.22,509699.15
3,1434.1,3.0,Suburban,37.0,2,10082.1,1.6,331943.95
2,1025.5,1.0,Downtown,22.3,2,9665.1,3.97,329542.27
3,2005.0,1.5,Rural,33.0,2,4346.4,9.68,260759.84
3,1759.2,2.5,Downtown,42.0,2,11064.9,1.69,498416.13
3,1788.3,2.0,Suburban,5.2,2,4915.3,8.8,381765.01
3,2107.6,2.5,Downtown,38.3,0,5269.6,2.42,528180.2
4,2975.7,3.5,Urban,37.3,2,1859.6,1.15,646421.12
6,3420.3,4.0,Urban,41.0,0,8703.9,1.85,810688.07
3,1541.6,2.5,Rural,47.8,1,5027.7,7.24,206950.58
3,1909.0,2.0,Suburban,15.5,0,12465.1,1.8,409367.18
2,1107.9,1.5,Suburban,21.5,2,12220.5,0.54,268965.08
3,1539.5,2.0,Urban,13.1,1,2798.2,7.87,370301.84
3,1785.4,2.5,Suburban,16.4,0,3239.9,6.73,343932.48
3,2106.2,2.0,Urban,16.5,0,5493.9,8.84,449707.41
5,2975.8,3.5,Urban,43.5,1,9132.0,5.99,670903.98
3,2361.6,1.5,Downtown,3.1,2,5795.2,0.93,663273.73
3,1495.1,2.5,Downtown,10.1,2,5903.6,0.71,481135.67
3,1999.0,2.0,Urban,30.5,0,2960.8,7.96,404496.64
4,3405.6,3.5,Suburban,38.3,0,5698.4,8.95,586856.64
3,1704.5,2.0,Suburban,34.9,2,7585.7,8.1,320425.62
3,1937.9,3.0,Suburban,2.3,3,14786.1,4.05,443952.98
3,1551.1,2.0,Suburban,22.7,2,12731.5,6.79,346791.93
4,2099.7,3.5,Suburban,9.2,2,12101.7,1.24,481100.74
1,1018.8,1.0,Suburban,49.4,2,8837.5,7.32,167303.37
4,2703.6,3.0,Suburban,49.9,0,6041.3,2.87,477145.88
3,2148.4,2.0,Downtown,2.5,3,12997.2,9.38,647655.65
3,1579.3,2.5,Urban,33.4,0,5864.0,3.71,360401.27
3,2242.2,2.5,Urban,40.7,2,9299.1,3.72,520017.07
3,2588.7,2.0,Suburban,16.2,3,4600.5,3.22,480938.63
1,1103.9,1.0,Suburban,34.7,1,11869.7,6.52,199586.99
4,3110.5,2.5,Downtown,9.4,1,8203.5,1.42,844812.77
3,1634.0,2.0,Downtown,6.4,2,13532.4,1.01,531976.03
3,2117.6,2.5,Downtown,46.3,2,8964.6,7.11,533787.83
2,1731.6,1.5,Downtown,32.1,3,3300.3,9.48,411943.83
3,1662.4,2.0,Urban,40.8,2,14901.3,7.57,412236.3
3,1661.8,2.0,Rural,26.6,1,8027.5,2.87,233107.87
3,2458.2,3.0,Downtown,7.7,2,4509.9,3.94,700018.39
3,2221.3,2.5,Downtown,18.8,2,5610.0,2.43,605504.71
3,1707.6,2.5,Rural,44.1,2,2697.3,7.0,229433.64
5,3693.6,3.5,Urban,0.8,0,2035.2,2.75,845039.98
3,1920.9,2.0,Suburban,10.4,2,7307.9,5.93,369604.61
4,2947.3,2.5,Rural,12.7,3,14326.2,8.47,471036.28
2,1700.4,1.5,Suburban,13.1,2,2721.7,5.41,302925.33
3,2324.0,2.0,Urban,4.9,0,13638.1,6.14,578527.44
3,2698.2,2.5,Urban,42.4,1,12154.3,9.7,587056.94
3,1778.0,2.0,Downtown,8.0,1,12290.0,3.53,516616.71
4,2819.7,3.5,Suburban,41.5,2,10939.3,8.08,539569.25
2,990.1,2.5,Downtown,17.8,2,9285.7,7.02,325302.95
2,1830.3,1.5,Suburban,22.9,0,2699.4,1.58,338731.78
4,2746.6,3.5,Downtown,23.1,2,9059.1,9.9,759746.34
2,1441.3,2.0,Suburban,35.7,2,5927.7,7.05,237623.61
3,1765.4,1.5,Suburban,36.6,1,2474.3,0.63,330006.39
3,2293.9,2.5,Suburban,32.0,0,12253.6,7.36,436962.17
4,2921.3,3.0,Downtown,38.7,2,8651.7,1.77,788199.08
2,1208.2,1.5,Urban,0.4,2,11429.4,3.29,354675.02
2,1804.5,1.5,Suburban,25.2,2,7713.1,3.81,320437.08
3,2022.1,2.5,Urban,26.2,2,8724.0,3.44,514853.86
5,3768.7,4.0,Urban,12.0,1,10972.8,7.57,880494.68
3,2078.0,2.5,Downtown,27.8,3,4457.3,7.66,579355.83
3,2268.9,2.0,Suburban,23.4,2,12858.7,5.52,453495.97
3,2212.2,2.0,Urban,23.6,1,6893.3,5.89,488453.12
5,3663.7,3.0,Suburban,5.9,3,10918.9,3.48,713813.2
4,2879.2,3.0,Rural,21.8,3,5565.1,0.72,418854.13
6,4435.7,4.5,Suburban,38.3,1,10834.6,3.84,858121.24
1,700.5,1.0,Suburban,20.5,2,1609.3,0.59,149756.33
2,1606.5,1.0,Urban,24.4,0,14009.7,8.72,363071.94
3,1705.4,2.5,Downtown,48.4,1,12016.5,6.59,469308.2
4,3427.6,3.0,Suburban,43.6,1,10307.3,9.8,607738.95
3,1971.9,2.0,Downtown,46.4,1,5534.4,2.24,480817.51
2,1424.3,1.0,Suburban,3.9,2,12796.2,6.75,300435.35
4,2763.7,3.0,Downtown,30.9,2,11747.6,2.29,769488.63
2,1191.9,2.0,Suburban,11.2,3,7343.2,6.57,276411.99
3,2204.3,2.5,Urban,20.2,1,3764.3,5.17,481087.3
3,1967.1,2.5,Downtown,34.0,2,3457.2,6.81,506931.35
3,2853.5,2.0,Urban,28.9,2,7834.7,7.39,616094.48
4,2212.0,3.0,Downtown,25.3,2,11967.7,5.47,653487.65
3,1894.7,2.0,Downtown,40.7,2,11002.5,5.19,490328.44
3,1650.6,2.0,Rural,34.1,2,7909.9,1.16,235950.97
3,2362.2,2.0,Downtown,41.1,2,3862.0,3.96,577789.56
3,2006.1,2.5,Downtown,46.6,3,4349.2,3.37,492964.93
3,2029.6,2.5,Downtown,35.6,2,1806.9,6.44,524970.7
3,2571.0,2.0,Suburban,19.8,2,3475.1,3.12,492369.55
2,1345.4,2.0,Suburban,10.6,1,1178.6,2.71,276495.06
2,1647.9,1.5,Downtown,13.5,3,10442.9,8.56,480986.66
2,1426.5,1.5,Suburban,19.8,2,9235.4,8.37,265829.25
3,2069.2,2.5,Suburban,37.0,2,14831.4,3.62,432194.68
4,2196.8,2.5,Suburban,2.0,0,11678.8,1.31,495600.62
4,2471.3,2.5,Rural,40.7,2,4447.4,5.23,321940.11
4,2797.4,3.0,Suburban,37.9,2,10910.5,4.79,580092.63
3,2525.5,2.0,Suburban,25.0,2,1170.4,8.76,448532.36
3,1677.2,2.5,Suburban,20.0,0,14806.2,5.7,346055.55
3,2698.3,2.0,Downtown,5.6,2,9602.1,9.46,710397.56
2,1683.2,1.5,Urban,14.5,0,2675.4,5.09,343408.44
2,1452.6,1.5,Suburban,5.5,0,7979.3,6.84,283585.19
3,2602.1,2.5,Downtown,40.9,1,14168.6,5.06,679254.48
6,4077.6,4.5,Downtown,25.5,0,12895.8,3.55,1074022.38
2,1446.5,1.0,Suburban,12.3,1,5184.9,0.76,260700.57
1,1075.0,1.0,Urban,0.9,2,6546.0,8.04,265861.66
4,2591.4,2.5,Urban,26.2,2,12949.8,9.08,617653.62
3,1877.0,2.0,Suburban,37.6,1,13600.2,7.47,377066.39
4,2839.8,2.5,Downtown,38.3,2,13804.4,3.09,766568.63
4,3162.4,3.0,Suburban,10.7,2,14270.5,8.26,637982.33
5,4042.8,4.0,Urban,49.8,3,8007.6,6.32,894330.47
3,2358.6,2.5,Suburban,28.4,0,13061.3,6.99,434681.9
3,1788.2,2.5,Downtown,16.6,0,5857.6,1.13,511706.0
3,2150.4,2.5,Downtown,19.6,2,12733.5,6.03,632474.14
3,2260.0,2.0,Suburban,6.2,1,5864.5,5.83,468473.71
3,2631.4,2.0,Downtown,24.7,2,9516.5,6.79,703916.88
2,1401.8,1.5,Urban,37.7,2,7558.5,7.83,281298.67
3,1962.5,2.0,Suburban,20.5,2,13501.1,4.34,428758.39
3,1858.2,2.0,Rural,43.3,0,1931.3,1.97,211630.31
4,2878.6,3.5,Suburban,23.8,2,14283.1,9.28,604640.09
4,2303.8,3.0,Suburban,45.0,1,7469.3,7.88,420817.1
3,2435.7,3.0,Suburban,35.2,1,7739.5,5.63,456977.9
2,1568.9,1.0,Suburban,2.8,1,12589.4,3.87,352278.65
4,3248.6,2.5,Downtown,3.4,3,10326.5,9.85,901935.16
3,2215.2,2.5,Rural,40.0,1,14351.9,1.39,342405.56
4,3167.8,3.0,Suburban,17.8,2,8652.6,9.38,593043.04
5,3774.5,3.0,Downtown,9.5,2,8821.1,4.34,1010998.4
2,1458.9,1.5,Suburban,43.3,2,14603.8,1.42,300493.87
4,2361.2,4.0,Downtown,49.2,2,13970.2,4.1,699544.41
1,654.2,1.0,Suburban,40.4,2,3921.7,7.62,97980.18
3,2278.4,2.5,Downtown,36.3,1,5297.2,4.54,599310.12
3,1745.9,2.0,Downtown,0.0,2,9754.7,5.18,552589.66
2,1938.5,1.5,Urban,5.3,2,14151.3,8.32,476538.7
4,3340.4,3.0,Urban,33.5,1,8887.0,6.35,728685.74
1,716.0,1.0,Suburban,20.5,2,11259.5,6.85,156066.95
2,1526.8,2.0,Suburban,1.0,2,2316.0,1.96,326961.79
3,2295.1,2.5,Downtown,37.0,2,8316.7,2.9,607747.12
4,2844.5,3.0,Downtown,20.9,2,3066.4,4.41,757628.02
5,3951.3,3.0,Suburban,32.9,1,4648.8,1.54,734622.22
4,2024.1,2.5,Urban,23.4,2,3328.3,3.15,491722.65
3,2009.9,2.5,Downtown,1.3,0,3322.8,8.42,535695.29
3,2012.4,2.5,Suburban,31.8,1,14883.9,0.71,419211.25
1,713.3,1.5,Rural,39.4,2,5175.4,0.98,125203.07
2,1354.1,1.0,Urban,7.8,2,8916.8,7.03,342616.85
3,2286.0,1.5,Downtown,44.6,1,1281.2,4.17,527359.02
3,2186.5,2.5,Suburban,9.1,2,12289.4,7.84,449860.89
3,1564.5,2.0,Rural,21.1,3,10523.2,9.35,233435.17
4,4215.4,2.5,Downtown,26.4,1,4202.9,3.03,1046821.13
3,2474.0,2.0,Suburban,15.7,0,1504.8,0.85,456509.57
2,1721.7,1.5,Suburban,25.0,2,4844.1,4.83,299275.9
2,1373.8,2.0,Suburban,35.9,1,9800.1,9.66,267444.92
4,3105.5,3.5,Downtown,35.7,2,1212.8,5.68,804714.9
4,2590.8,2.5,Urban,46.1,2,2055.0,4.09,542859.0
4,1819.7,3.5,Downtown,43.1,2,6730.9,5.74,522766.2
2,1207.1,1.5,Suburban,49.3,1,3464.0,2.07,226368.86
6,4226.5,4.5,Suburban,29.8,1,9845.3,7.64,821608.57
2,1907.1,2.0,Suburban,20.0,1,3445.2,6.96,326941.18
1,981.7,1.0,Urban,12.0,1,14910.6,7.38,253117.76
6,4592.0,4.5,Rural,12.2,2,7101.4,3.37,664110.92
3,2051.4,2.0,Rural,7.5,1,3076.4,8.23,290922.35
3,2094.0,2.5,Downtown,36.3,1,2033.7,8.98,508651.49
2,1978.6,1.5,Suburban,32.7,1,6887.8,9.58,313273.0
3,2691.8,2.5,Urban,14.6,3,12327.3,6.57,643183.94
5,4088.9,4.5,Suburban,44.6,0,7143.7,3.81,712265.43
3,1808.7,2.5,Urban,27.6,1,2975.1,4.18,419028.31
3,1837.6,2.0,Rural,3.5,1,7841.9,5.87,285323.68
2,1283.4,1.5,Suburban,3.1,3,5723.2,5.97,280921.28
3,2334.5,1.0,Urban,7.2,1,8026.2,8.03,508728.0
3,2136.6,2.0,Downtown,10.6,2,6475.9,1.31,603995.23
2,1571.6,2.0,Rural,44.4,1,10070.4,5.88,220567.14
3,2437.7,2.5,Urban,38.9,0,12250.7,3.81,524077.41
2,1919.7,1.0,Suburban,10.1,1,13410.3,8.42,359005.82
5,3236.8,4.0,Urban,12.4,2,11378.1,3.84,794369.85
3,1957.0,2.0,Urban,31.8,2,5970.3,4.94,403797.33
2,1796.8,2.0,Suburban,43.6,2,7278.4,2.66,355373.2
3,2543.5,3.0,Rural,15.8,2,9984.7,3.31,397866.05
3,2102.2,2.5,Downtown,26.3,0,4077.6,5.78,515868.8
4,2917.1,2.5,Rural,44.5,0,10824.7,4.55,396326.78
5,3627.2,3.5,Downtown,38.5,2,10097.1,2.41,953199.67
3,1993.3,3.0,Suburban,44.6,1,10190.8,5.0,391248.91
4,2448.8,2.5,Downtown,13.9,3,5666.6,2.07,740745.4
3,1818.2,2.0,Suburban,34.5,3,9421.9,8.88,372165.99
2,900.3,2.0,Suburban,5.7,0,3768.2,9.28,154863.05
3,1905.6,3.0,Downtown,30.8,2,3655.7,2.65,503931.11
3,1940.7,2.5,Rural,15.2,0,11759.3,1.0,283790.01
3,2475.5,2.0,Suburban,35.1,1,6313.8,9.31,419320.87
4,2863.9,3.0,Suburban,7.1,2,8624.4,3.46,582229.87
3,1721.5,2.5,Rural,33.3,2,5098.4,2.29,278105.06
5,2745.8,4.0,Urban,35.4,0,4302.0,9.23,590697.31
4,2989.9,3.0,Urban,42.9,1,11918.1,8.88,659683.55
3,2554.4,2.5,Downtown,34.4,0,12118.5,1.01,634763.18
3,2584.6,2.0,Urban,26.1,1,12708.0,2.47,579623.9
3,2411.9,3.0,Suburban,39.2,2,12962.2,8.22,447982.71
6,3029.2,4.5,Rural,14.2,2,6759.3,3.04,451565.76
3,2040.0,2.5,Urban,33.9,2,12325.5,6.85,501856.08
1,1144.4,1.0,Urban,36.2,1,5843.1,0.88,224297.34
3,2216.1,2.5,Urban,19.6,1,1735.3,8.5,478656.92
3,1615.3,1.5,Suburban,49.4,0,10650.7,4.51,264597.19
2,1526.2,1.0,Urban,17.8,3,3785.4,4.97,365538.37
1,1005.1,1.0,Suburban,4.2,0,7320.6,8.18,175254.61
3,1732.7,3.0,Downtown,15.2,1,3294.2,4.81,508775.15
3,1216.9,2.5,Suburban,5.0,0,6481.5,1.49,301935.77
3,2094.5,2.0,Suburban,17.0,1,13388.1,5.29,430461.17
3,2158.8,2.5,Urban,6.4,2,9584.1,4.84,550300.13
2,1220.3,1.0,Suburban,22.0,1,3073.9,4.78,199963.1
3,2169.7,2.5,Suburban,38.9,2,11157.0,2.33,405122.15
3,2297.6,2.5,Urban,3.4,3,12869.8,2.06,614167.0
2,1505.0,2.0,Suburban,28.2,2,3329.5,7.89,276335.6
3,1732.8,1.5,Downtown,2.2,1,11417.4,6.38,510497.99
3,2110.9,1.5,Downtown,44.2,1,8687.8,0.56,520316.88
2,1177.8,1.5,Downtown,46.1,2,9459.7,8.44,288085.07
2,1433.3,1.0,Downtown,24.6,3,14146.3,1.65,421721.21
2,829.9,1.0,Downtown,38.5,2,1511.9,7.51,198798.82
4,2652.2,3.0,Suburban,29.6,1,9943.1,1.41,513314.94
4,3207.7,2.5,Downtown,17.0,0,2140.9,9.73,761407.37
4,2227.8,4.0,Downtown,12.3,2,12054.2,9.05,704120.95
4,2976.2,3.0,Rural,37.9,1,13545.9,2.24,424389.45
3,2547.0,2.0,Rural,21.5,1,2211.4,0.58,334822.07
3,1081.8,2.5,Suburban,46.0,2,1361.8,1.07,233207.25
3,2009.7,1.5,Downtown,48.8,2,14379.4,8.18,504956.69
1,500.0,1.0,Urban,10.5,0,13971.4,1.23,160816.52
3,1948.6,2.5,Suburban,28.1,1,13932.5,7.89,366987.35
4,3097.5,3.0,Downtown,26.8,0,14155.6,8.29,819726.49
3,1325.8,2.5,Suburban,43.4,1,8001.4,3.42,259044.07
3,2882.2,2.5,Downtown,34.5,2,14676.6,7.48,792710.45
3,2438.4,3.0,Rural,30.4,2,13492.4,8.29,354678.27
3,1817.8,3.5,Urban,34.0,1,2367.3,7.92,417372.31
3,2594.9,2.0,Suburban,19.5,2,12377.9,2.32,501491.0
4,1997.1,2.5,Suburban,48.0,1,10974.2,4.77,399156.55
3,1489.4,2.5,Suburban,2.9,2,2877.4,1.15,358825.5
4,1547.4,2.0,Rural,1.5,1,11330.9,5.49,264920.15
3,2647.6,2.5,Suburban,20.8,1,7788.9,4.7,493323.25
4,2769.2,3.0,Downtown,7.7,0,12953.5,9.07,768276.4
3,2581.6,2.5,Downtown,27.2,1,12463.2,0.67,713326.98
3,2154.8,2.0,Downtown,0.5,0,14192.6,5.54,642567.12
3,2564.8,2.5,Rural,23.0,2,2053.9,7.46,336048.87
4,2659.8,3.0,Rural,14.7,1,10943.4,4.91,419303.97
5,3722.3,4.0,Suburban,10.1,2,6279.0,2.76,738063.54
2,1597.5,1.0,Downtown,22.2,2,11863.9,6.29,464167.95
2,1462.8,1.5,Suburban,42.7,2,9435.9,9.88,264579.82
5,3199.9,4.5,Urban,32.8,1,7938.1,0.89,743558.12
3,2268.6,2.5,Suburban,8.0,0,1059.3,2.36,432063.55
3,2387.1,2.5,Suburban,24.9,3,9500.4,5.16,476303.72
3,1634.9,3.0,Downtown,46.6,2,6885.3,6.18,443222.81
2,1180.1,1.0,Suburban,22.0,2,5655.4,6.43,232903.38
4,3096.1,3.5,Urban,23.5,1,14842.8,1.07,743558.62
4,2820.2,3.0,Suburban,47.1,1,10805.1,1.67,528850.01
3,2403.7,2.5,Suburban,6.8,2,8558.4,9.47,468186.35
3,1989.5,2.5,Urban,36.8,0,13162.1,1.22,484078.49
4,2157.8,3.0,Urban,15.0,2,4179.4,4.48,527955.6
2,1337.2,1.5,Downtown,43.3,2,9678.7,5.98,352229.58
4,2674.6,3.5,Suburban,2.7,2,13052.9,3.48,588268.63
3,2061.0,1.5,Urban,49.5,2,2730.2,2.93,423343.13
3,2451.1,2.0,Suburban,38.4,2,4305.2,3.26,427750.09
5,3595.1,4.0,Urban,14.2,2,2156.9,3.18,849478.05
3,2709.6,2.0,Suburban,38.0,2,14894.2,4.1,531206.36
3,1860.4,2.5,Downtown,46.1,1,9132.8,1.6,527279.22
3,1508.8,1.5,Downtown,5.6,2,7852.8,8.61,434426.19
3,2226.0,2.0,Suburban,45.7,2,5738.1,7.71,388614.98
3,1776.0,2.5,Suburban,18.0,2,7292.3,0.82,357985.46
6,4173.5,4.0,Rural,0.3,2,11862.0,7.73,612124.87
4,2439.6,2.5,Suburban,5.6,1,13834.0,8.37,519982.52
3,2824.4,2.5,Suburban,44.2,0,2469.2,9.26,450657.62
3,2696.7,2.5,Urban,49.1,2,5194.8,6.32,543506.41
1,751.5,1.0,Suburban,44.8,3,3647.8,8.6,127509.1
1,1006.3,1.0,Urban,22.1,2,7096.8,7.71,231352.6
3,2347.8,2.0,Urban,48.1,2,8426.8,0.74,480203.44
4,3309.4,3.0,Suburban,20.3,2,11097.9,8.2,650996.26
3,1942.9,2.5,Downtown,5.7,3,13259.2,6.02,621551.48
4,2351.3,2.5,Rural,17.0,2,8589.8,6.68,347796.79
1,684.0,1.0,Suburban,49.9,1,7842.8,8.91,75063.55
3,1948.1,2.5,Urban,31.3,2,9060.5,0.6,487094.96
2,1800.7,1.5,Urban,17.0,2,13437.7,1.52,448354.47
3,2240.0,2.5,Suburban,31.2,1,10079.6,5.95,423961.02
2,1517.1,1.0,Suburban,21.5,2,12023.2,4.39,309320.85
5,3572.3,4.5,Rural,2.5,0,11072.9,4.47,551500.74
2,1402.5,1.5,Urban,10.1,2,13929.1,3.47,392348.18
5,3776.9,3.5,Urban,1.0,2,12437.1,8.28,930305.19
3,2728.8,2.5,Suburban,12.7,1,5776.9,1.48,491429.83
6,3576.2,4.5,Rural,37.0,2,12961.2,5.56,532063.74
3,2507.9,2.5,Urban,9.7,0,7544.2,4.85,587631.89
5,2845.0,3.5,Urban,26.4,1,12861.1,5.74,726182.44
1,1066.1,1.0,Downtown,35.1,2,13680.4,0.98,333084.87
4,2802.9,3.0,Suburban,27.4,2,10593.8,6.9,556245.37
5,2971.0,4.0,Suburban,0.8,0,11064.4,0.63,647428.76
2,2072.2,1.0,Urban,18.2,2,2975.5,5.51,444083.68
2,1517.1,2.0,Suburban,22.1,2,5533.8,3.02,294585.48
3,2339.5,2.5,Downtown,17.1,2,8808.3,3.47,666607.18
5,2313.7,4.0,Suburban,27.3,2,1049.2,7.51,448763.28
3,2088.6,1.5,Suburban,25.7,3,12861.9,9.87,414783.16
3,2644.5,1.5,Urban,9.4,2,6172.7,5.02,585276.93
2,1379.2,1.5,Suburban,37.6,2,11127.6,6.86,274187.34
1,516.5,1.5,Suburban,8.1,2,11770.2,2.86,161388.73
4,2753.2,4.0,Urban,22.9,2,8673.2,5.76,672511.07
2,1392.0,1.0,Urban,37.8,2,12063.2,1.45,317354.24
3,2174.9,2.5,Rural,34.9,1,10553.7,8.58,299762.86
5,4249.1,4.0,Suburban,21.6,0,6037.8,4.83,794217.7
2,1324.2,2.0,Urban,39.4,2,12426.2,3.93,305490.45
3,1706.3,2.5,Downtown,35.7,1,9904.8,5.38,475270.46
2,1387.6,1.0,Urban,19.2,2,3242.9,9.17,313924.04
3,2142.3,2.5,Urban,44.8,2,11819.5,7.88,501692.56
2,1783.7,1.0,Urban,7.1,2,10466.6,1.95,441614.45
4,2353.6,3.5,Downtown,17.9,2,4985.1,7.8,675893.4
3,2074.5,2.0,Rural,34.9,1,12787.7,4.23,290649.08
3,2261.9,2.0,Rural,43.6,2,6236.1,4.25,314414.29
3,2391.4,2.5,Suburban,16.1,1,8738.4,7.7,476474.36
2,1399.2,1.5,Suburban,28.1,3,5804.2,4.87,278785.26
4,2989.6,3.5,Rural,0.6,2,11141.1,1.19,491509.09
3,1420.9,2.0,Suburban,18.5,2,9136.4,2.84,304192.24
3,2206.1,3.0,Suburban,16.5,1,7584.1,9.0,412536.4
2,1182.0,2.0,Suburban,42.1,1,1284.5,6.12,204207.29
3,2220.7,3.0,Suburban,3.7,2,9500.6,8.69,503134.77
2,1626.2,1.0,Suburban,3.1,0,9712.9,3.4,322047.62
3,2154.6,3.0,Suburban,22.1,2,3537.3,7.05,427224.09
2,1457.4,1.0,Suburban,20.4,1,5652.3,7.96,212115.06
4,2709.3,3.0,Rural,8.1,2,13303.0,2.24,444072.24
3,1651.7,3.0,Rural,13.2,2,8688.3,0.72,280003.54
4,2780.0,3.0,Urban,48.7,2,7091.1,6.53,637812.57
4,2664.6,2.5,Suburban,25.7,2,14103.5,5.98,548299.59
2,1378.2,2.0,Urban,4.4,2,12367.2,0.88,404010.11
3,2297.5,2.5,Suburban,2.5,2,2364.6,4.4,444381.84
2,1485.8,1.5,Urban,2.1,2,13025.0,5.85,422742.5
3,2191.4,1.5,Suburban,19.5,1,3096.3,2.51,415023.81
4,2704.6,3.0,Suburban,43.3,2,3447.2,1.42,487415.76
3,2035.0,2.0,Suburban,41.6,2,2054.9,8.11,362968.55
3,2406.7,2.5,Urban,18.4,2,7738.9,9.29,566882.68
3,2261.8,1.5,Rural,38.7,3,10025.7,4.75,323142.04
3,1459.1,2.0,Downtown,37.6,2,11552.0,1.77,453159.46
2,1561.5,1.5,Suburban,24.1,1,1374.2,4.5,276792.1
4,3525.9,4.0,Suburban,20.2,2,3490.1,3.15,652763.15
3,2083.9,2.0,Suburban,9.0,1,9697.1,5.16,425439.53
4,3009.3,3.5,Rural,13.9,1,8358.2,0.59,450095.62
2,1493.9,2.0,Suburban,16.9,0,1719.0,8.74,239965.71
3,1604.3,2.5,Urban,40.6,0,14095.7,1.05,389839.3
3,1707.0,2.0,Urban,27.6,2,11619.1,4.58,405239.06
1,1122.5,1.0,Downtown,10.0,1,6023.1,6.78,266609.19
3,1854.4,2.5,Urban,4.8,0,8509.6,6.69,447356.49
4,2276.2,3.0,Suburban,24.8,1,6239.6,3.33,468251.87
4,2512.7,3.0,Urban,33.3,2,7374.1,5.25,566080.06
3,2210.2,2.0,Downtown,40.9,1,9346.6,5.22,541674.85
3,1954.8,2.0,Downtown,39.9,1,6578.5,1.75,531479.4
1,894.3,1.0,Urban,41.2,2,9690.0,4.04,187137.46
4,2881.6,3.0,Suburban,22.4,0,7512.1,1.63,548198.86
1,1518.2,1.0,Rural,43.3,2,10201.7,1.04,211213.83
5,3856.9,4.0,Suburban,22.2,3,4671.1,1.03,746304.83
3,2148.7,1.5,Downtown,8.4,2,3396.7,4.63,570468.92
3,1806.9,2.5,Urban,19.9,0,1190.2,7.43,376025.86
5,3483.6,2.5,Suburban,17.0,2,9427.7,9.85,647912.61
1,962.4,1.0,Suburban,19.6,2,14730.9,5.93,224589.31
3,1943.6,2.5,Downtown,32.9,2,6885.4,3.34,516654.04
3,2392.4,2.0,Downtown,32.8,0,3976.8,2.47,599858.71
2,1484.9,1.0,Downtown,11.2,1,1183.5,7.1,331048.11
3,1937.4,2.0,Suburban,15.8,2,8179.0,0.99,406794.0
3,2273.2,1.0,Urban,29.8,2,14897.9,2.99,515340.41
4,2487.8,2.5,Downtown,4.2,2,14772.9,7.04,756146.89
1,923.5,1.0,Urban,34.4,0,2418.9,4.73,141059.39
5,3145.8,3.5,Rural,8.9,2,12429.7,5.25,501209.11
2,1254.1,1.5,Suburban,42.5,1,3426.5,9.77,205854.29
2,1515.9,1.5,Urban,20.1,0,12330.9,4.34,373930.05
3,1809.3,2.5,Downtown,11.0,2,12949.7,6.15,559129.68
1,996.3,1.0,Downtown,33.4,1,1108.3,9.99,209946.04
2,1861.8,1.5,Suburban,27.7,1,4321.7,7.02,316895.91
6,3401.3,4.5,Urban,8.6,2,1791.7,5.39,819668.25
3,2054.5,1.5,Urban,41.4,2,7984.7,3.58,458045.96
2,1114.1,2.0,Rural,22.7,2,1374.0,9.78,130401.81
2,1595.0,1.0,Suburban,7.6,2,9765.2,3.29,327510.8
4,2050.1,2.5,Suburban,39.8,2,8816.6,1.6,419720.36
4,2720.1,2.5,Urban,6.7,0,6311.5,9.3,601601.21
3,1775.9,2.5,Downtown,48.4,3,7465.2,3.53,488328.79
1,676.8,1.0,Urban,22.1,1,14861.3,6.09,220217.07
2,1674.3,1.0,Suburban,36.4,3,3347.1,6.64,272613.53
2,1480.1,1.0,Downtown,22.6,0,11234.5,2.98,406537.4
2,1436.7,1.5,Downtown,9.4,2,10034.3,4.52,426386.7
3,2100.5,2.5,Rural,37.9,2,10291.8,1.98,314202.17
2,1677.0,2.0,Suburban,14.5,3,5840.0,8.9,341703.94
3,1635.6,3.0,Downtown,34.1,2,4030.6,6.05,465359.7
3,2684.7,2.5,Suburban,12.9,1,10111.5,8.96,515342.13
